  0.000000E+00 -0.766567E-01  0.513595E-02  0.397294E+00  0.397294E+00  0.818727E+00  0.818728E+00  0.842604E+00  0.108999E+01  0.132364E+01  0.140917E+01  0.147574E+01  0.147574E+01  0.177452E+01  0.177452E+01  0.221791E+01  0.251317E+01  0.251317E+01  0.257488E+01  0.265250E+01  0.265250E+01
  0.479080E-01 -0.852716E-01  0.152180E-01  0.397884E+00  0.397884E+00  0.818655E+00  0.818656E+00  0.842249E+00  0.108969E+01  0.132084E+01  0.141239E+01  0.146954E+01  0.146954E+01  0.178354E+01  0.178354E+01  0.221206E+01  0.248136E+01  0.248136E+01  0.257808E+01  0.267034E+01  0.267034E+01
  0.958159E-01 -0.104086E+00  0.383451E-01  0.399683E+00  0.399684E+00  0.818391E+00  0.818391E+00  0.841174E+00  0.108854E+01  0.131383E+01  0.142035E+01  0.145314E+01  0.145314E+01  0.180839E+01  0.180839E+01  0.219668E+01  0.241806E+01  0.241806E+01  0.257637E+01  0.268819E+01  0.268819E+01
  0.143724E+00 -0.125686E+00  0.671216E-01  0.402493E+00  0.402493E+00  0.817698E+00  0.817699E+00  0.839325E+00  0.108643E+01  0.130531E+01  0.143026E+01  0.143100E+01  0.143109E+01  0.184446E+01  0.184446E+01  0.217667E+01  0.234727E+01  0.234727E+01  0.254388E+01  0.269456E+01  0.269456E+01
  0.191632E+00 -0.147381E+00  0.987936E-01  0.406415E+00  0.406415E+00  0.816397E+00  0.816397E+00  0.836669E+00  0.108314E+01  0.129724E+01  0.140754E+01  0.140754E+01  0.143961E+01  0.188764E+01  0.188764E+01  0.215677E+01  0.227516E+01  0.227516E+01  0.248251E+01  0.269724E+01  0.269724E+01
  0.239540E+00 -0.168228E+00  0.132353E+00  0.411413E+00  0.411413E+00  0.814082E+00  0.814082E+00  0.833148E+00  0.107863E+01  0.129065E+01  0.138530E+01  0.138530E+01  0.144718E+01  0.193488E+01  0.193488E+01  0.214057E+01  0.220376E+01  0.220376E+01  0.241102E+01  0.269970E+01  0.269970E+01
  0.287448E+00 -0.187828E+00  0.167302E+00  0.417460E+00  0.417461E+00  0.810440E+00  0.810441E+00  0.828639E+00  0.107285E+01  0.128581E+01  0.136633E+01  0.136633E+01  0.145216E+01  0.198366E+01  0.198366E+01  0.213033E+01  0.213430E+01  0.213430E+01  0.233789E+01  0.270376E+01  0.270376E+01
  0.335356E+00 -0.205981E+00  0.203291E+00  0.424497E+00  0.424497E+00  0.805111E+00  0.805112E+00  0.823001E+00  0.106596E+01  0.128240E+01  0.135191E+01  0.135191E+01  0.145467E+01  0.202724E+01  0.202724E+01  0.207220E+01  0.207220E+01  0.212716E+01  0.226625E+01  0.271082E+01  0.271082E+01
  0.383264E+00 -0.222559E+00  0.240014E+00  0.432447E+00  0.432448E+00  0.797889E+00  0.797890E+00  0.816024E+00  0.105827E+01  0.127963E+01  0.134289E+01  0.134289E+01  0.145562E+01  0.199364E+01  0.199364E+01  0.208809E+01  0.208809E+01  0.213052E+01  0.219818E+01  0.272224E+01  0.272224E+01
  0.431172E+00 -0.237519E+00  0.277192E+00  0.441231E+00  0.441232E+00  0.788731E+00  0.788732E+00  0.807585E+00  0.105026E+01  0.127632E+01  0.133979E+01  0.133979E+01  0.145668E+01  0.193124E+01  0.193124E+01  0.212119E+01  0.213219E+01  0.213219E+01  0.215313E+01  0.273943E+01  0.273943E+01
  0.479080E+00 -0.250784E+00  0.314439E+00  0.450698E+00  0.450698E+00  0.777851E+00  0.777852E+00  0.797492E+00  0.104228E+01  0.127153E+01  0.134277E+01  0.134277E+01  0.145964E+01  0.186992E+01  0.186992E+01  0.206427E+01  0.216536E+01  0.217334E+01  0.217334E+01  0.276366E+01  0.276366E+01
  0.526988E+00 -0.262343E+00  0.351358E+00  0.460494E+00  0.460494E+00  0.765692E+00  0.765692E+00  0.785505E+00  0.103478E+01  0.126470E+01  0.135174E+01  0.135174E+01  0.146582E+01  0.181084E+01  0.181084E+01  0.200651E+01  0.218700E+01  0.220912E+01  0.220912E+01  0.279579E+01  0.279579E+01
  0.574896E+00 -0.272162E+00  0.387128E+00  0.470371E+00  0.470371E+00  0.752860E+00  0.752860E+00  0.771820E+00  0.102792E+01  0.125619E+01  0.136642E+01  0.136642E+01  0.147569E+01  0.175434E+01  0.175434E+01  0.195285E+01  0.221179E+01  0.223864E+01  0.223864E+01  0.283602E+01  0.283602E+01
  0.622804E+00 -0.280212E+00  0.421231E+00  0.479937E+00  0.479937E+00  0.740243E+00  0.740243E+00  0.756703E+00  0.102213E+01  0.124699E+01  0.138640E+01  0.138640E+01  0.148872E+01  0.170064E+01  0.170064E+01  0.190449E+01  0.223743E+01  0.226172E+01  0.226172E+01  0.288333E+01  0.288333E+01
  0.670712E+00 -0.286484E+00  0.452046E+00  0.488594E+00  0.488594E+00  0.728822E+00  0.728822E+00  0.740998E+00  0.101749E+01  0.123830E+01  0.141122E+01  0.141122E+01  0.150349E+01  0.164993E+01  0.164993E+01  0.186267E+01  0.226137E+01  0.227879E+01  0.227879E+01  0.293483E+01  0.293483E+01
  0.718619E+00 -0.290977E+00  0.477773E+00  0.495633E+00  0.495633E+00  0.719522E+00  0.719523E+00  0.726353E+00  0.101413E+01  0.123123E+01  0.144026E+01  0.144026E+01  0.151778E+01  0.160259E+01  0.160259E+01  0.182934E+01  0.228112E+01  0.229025E+01  0.229025E+01  0.298391E+01  0.298391E+01
  0.766527E+00 -0.293667E+00  0.495480E+00  0.500286E+00  0.500286E+00  0.713440E+00  0.713440E+00  0.715461E+00  0.101211E+01  0.122666E+01  0.147224E+01  0.147224E+01  0.152856E+01  0.155971E+01  0.155971E+01  0.180726E+01  0.229438E+01  0.229688E+01  0.229688E+01  0.301862E+01  0.301862E+01
  0.814435E+00 -0.294567E+00  0.501909E+00  0.501920E+00  0.501920E+00  0.711295E+00  0.711303E+00  0.711304E+00  0.101144E+01  0.122507E+01  0.149569E+01  0.149569E+01  0.153265E+01  0.153265E+01  0.153265E+01  0.179942E+01  0.229899E+01  0.229901E+01  0.229902E+01  0.303021E+01  0.303021E+01
  0.881609E+00 -0.292803E+00  0.494618E+00  0.494625E+00  0.497738E+00  0.709916E+00  0.720115E+00  0.720131E+00  0.101264E+01  0.122818E+01  0.143432E+01  0.149792E+01  0.153680E+01  0.153680E+01  0.158907E+01  0.181549E+01  0.229213E+01  0.229213E+01  0.229516E+01  0.301567E+01  0.301567E+01
  0.948782E+00 -0.287506E+00  0.475812E+00  0.475818E+00  0.485537E+00  0.706086E+00  0.743497E+00  0.743503E+00  0.101474E+01  0.123727E+01  0.136225E+01  0.150461E+01  0.154923E+01  0.154923E+01  0.164516E+01  0.186600E+01  0.227180E+01  0.227181E+01  0.228477E+01  0.298551E+01  0.298551E+01
  0.101596E+01 -0.278685E+00  0.450972E+00  0.450979E+00  0.466176E+00  0.700281E+00  0.775929E+00  0.775936E+00  0.101304E+01  0.125158E+01  0.130165E+01  0.151577E+01  0.156984E+01  0.156984E+01  0.168534E+01  0.194799E+01  0.223936E+01  0.223937E+01  0.226964E+01  0.288212E+01  0.295666E+01
  0.108313E+01 -0.266383E+00  0.424018E+00  0.424023E+00  0.440766E+00  0.693086E+00  0.813377E+00  0.813385E+00  0.100040E+01  0.126071E+01  0.126990E+01  0.153140E+01  0.159843E+01  0.159843E+01  0.171836E+01  0.205027E+01  0.219680E+01  0.219681E+01  0.225222E+01  0.293615E+01  0.293615E+01
  0.115030E+01 -0.250611E+00  0.397166E+00  0.397172E+00  0.410264E+00  0.685416E+00  0.853447E+00  0.853455E+00  0.972451E+00  0.124342E+01  0.129092E+01  0.155148E+01  0.163458E+01  0.163458E+01  0.175176E+01  0.214715E+01  0.214716E+01  0.216398E+01  0.223562E+01  0.292545E+01  0.292546E+01
  0.121748E+01 -0.231438E+00  0.371634E+00  0.371640E+00  0.375675E+00  0.677846E+00  0.894776E+00  0.894785E+00  0.933015E+00  0.124530E+01  0.131300E+01  0.157603E+01  0.167742E+01  0.167742E+01  0.178944E+01  0.209392E+01  0.209393E+01  0.222224E+01  0.228404E+01  0.292366E+01  0.292367E+01
  0.128465E+01 -0.208916E+00  0.337623E+00  0.348197E+00  0.348203E+00  0.671060E+00  0.889306E+00  0.936257E+00  0.936266E+00  0.125826E+01  0.133457E+01  0.160503E+01  0.172498E+01  0.172498E+01  0.183333E+01  0.204163E+01  0.204164E+01  0.221453E+01  0.240619E+01  0.247676E+01  0.292812E+01
  0.135182E+01 -0.183133E+00  0.296821E+00  0.327297E+00  0.327302E+00  0.665565E+00  0.846507E+00  0.977104E+00  0.977114E+00  0.127628E+01  0.135393E+01  0.163849E+01  0.177184E+01  0.177184E+01  0.188440E+01  0.199788E+01  0.199789E+01  0.221451E+01  0.238593E+01  0.252369E+01  0.292852E+01
  0.141900E+01 -0.154198E+00  0.253919E+00  0.309233E+00  0.309238E+00  0.661839E+00  0.807285E+00  0.101637E+01  0.101638E+01  0.129595E+01  0.136966E+01  0.167641E+01  0.180226E+01  0.180226E+01  0.194308E+01  0.198027E+01  0.198027E+01  0.222374E+01  0.229943E+01  0.261979E+01  0.287302E+01
  0.148617E+01 -0.122270E+00  0.209638E+00  0.294203E+00  0.294209E+00  0.660340E+00  0.772754E+00  0.105285E+01  0.105286E+01  0.131535E+01  0.138065E+01  0.171877E+01  0.179699E+01  0.179699E+01  0.200940E+01  0.200981E+01  0.200981E+01  0.221729E+01  0.224314E+01  0.265923E+01  0.277155E+01
  0.155334E+01 -0.874857E-01  0.164565E+00  0.282328E+00  0.282333E+00  0.661471E+00  0.743346E+00  0.108502E+01  0.108503E+01  0.133363E+01  0.138661E+01  0.176558E+01  0.177021E+01  0.177021E+01  0.207416E+01  0.207416E+01  0.208295E+01  0.213953E+01  0.227261E+01  0.263203E+01  0.266326E+01
  0.162052E+01 -0.500992E-01  0.119451E+00  0.273810E+00  0.273815E+00  0.665594E+00  0.718966E+00  0.111071E+01  0.111072E+01  0.135015E+01  0.138745E+01  0.174240E+01  0.174240E+01  0.181683E+01  0.206616E+01  0.215482E+01  0.215482E+01  0.216296E+01  0.231013E+01  0.255521E+01  0.257475E+01
  0.168769E+01 -0.103201E-01  0.749162E-01  0.268690E+00  0.268695E+00  0.673044E+00  0.699357E+00  0.112761E+01  0.112762E+01  0.136438E+01  0.138365E+01  0.172287E+01  0.172287E+01  0.187252E+01  0.199720E+01  0.224387E+01  0.224387E+01  0.224731E+01  0.234578E+01  0.245057E+01  0.251262E+01
  0.175486E+01  0.314863E-01  0.314863E-01  0.266976E+00  0.266982E+00  0.684172E+00  0.684172E+00  0.113353E+01  0.113354E+01  0.137573E+01  0.137573E+01  0.171589E+01  0.171589E+01  0.193265E+01  0.193265E+01  0.231841E+01  0.231842E+01  0.232606E+01  0.232606E+01  0.237091E+01  0.246417E+01
  0.182204E+01  0.326369E-01  0.326370E-01  0.263113E+00  0.263118E+00  0.691330E+00  0.691330E+00  0.113008E+01  0.113009E+01  0.137117E+01  0.137117E+01  0.170793E+01  0.170793E+01  0.194833E+01  0.194833E+01  0.227711E+01  0.227711E+01  0.234454E+01  0.234455E+01  0.238862E+01  0.238862E+01
  0.188921E+01  0.359982E-01  0.359984E-01  0.252568E+00  0.252568E+00  0.711815E+00  0.711816E+00  0.111927E+01  0.111927E+01  0.135884E+01  0.135884E+01  0.169070E+01  0.169070E+01  0.198754E+01  0.198754E+01  0.223337E+01  0.223337E+01  0.234071E+01  0.234071E+01  0.242221E+01  0.252775E+01
  0.195638E+01  0.412551E-01  0.412559E-01  0.237588E+00  0.237589E+00  0.743221E+00  0.743223E+00  0.109989E+01  0.109989E+01  0.134237E+01  0.134237E+01  0.167342E+01  0.167342E+01  0.203732E+01  0.203732E+01  0.219638E+01  0.219638E+01  0.233232E+01  0.233232E+01  0.245363E+01  0.245363E+01
  0.202356E+01  0.477931E-01  0.477941E-01  0.221142E+00  0.221144E+00  0.782653E+00  0.782655E+00  0.107120E+01  0.107121E+01  0.132621E+01  0.132621E+01  0.166005E+01  0.166005E+01  0.208679E+01  0.208679E+01  0.216936E+01  0.216936E+01  0.232338E+01  0.232339E+01  0.248606E+01  0.248606E+01
  0.209073E+01  0.545669E-01  0.545678E-01  0.206122E+00  0.206126E+00  0.827078E+00  0.827080E+00  0.103423E+01  0.103424E+01  0.131371E+01  0.131372E+01  0.165112E+01  0.165112E+01  0.211822E+01  0.211822E+01  0.216338E+01  0.216338E+01  0.231465E+01  0.231465E+01  0.252226E+01  0.252227E+01
  0.215791E+01  0.599382E-01  0.599390E-01  0.195376E+00  0.195377E+00  0.872095E+00  0.872097E+00  0.993246E+00  0.993250E+00  0.130619E+01  0.130620E+01  0.164612E+01  0.164613E+01  0.211825E+01  0.211825E+01  0.218467E+01  0.218467E+01  0.230700E+01  0.230700E+01  0.256305E+01  0.256306E+01
  0.222508E+01  0.620375E-01  0.620385E-01  0.191434E+00  0.191437E+00  0.899548E+00  0.899549E+00  0.967095E+00  0.967097E+00  0.130377E+01  0.130378E+01  0.164455E+01  0.164455E+01  0.211566E+01  0.211566E+01  0.219600E+01  0.219600E+01  0.230354E+01  0.230354E+01  0.259519E+01  0.259520E+01
  0.233591E+01  0.414564E-01  0.730263E-01  0.171218E+00  0.231111E+00  0.825508E+00  0.909145E+00  0.989763E+00  0.101251E+01  0.126163E+01  0.134452E+01  0.158862E+01  0.169612E+01  0.206927E+01  0.211146E+01  0.217452E+01  0.224797E+01  0.228794E+01  0.234384E+01  0.251434E+01  0.257835E+01
